"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000228604.3",1.44466036710378,0.871315956172729,0.760636820740953,1.14550851656637,0.251998569550874,0.416516857329356,"ENSG00000228604","Not-Significant","RP5-872K7.7","antisense"
"ENSG00000230068.2",2.96671679761122,0.860383337264764,0.75109915628199,1.14549900644775,0.252002506773523,0.416516857329356,"ENSG00000230068","Not-Significant","CDC42-IT1","sense_intronic"
"ENSG00000258810.1",18.8557476331774,0.399272764195862,0.348658182509592,1.14516963669676,0.252138893479559,0.416663654217082,"ENSG00000258810","Not-Significant","RP11-219E7.1","antisense"
"ENSG00000234060.1",0.835654878817375,-2.86748489951163,2.5043899076062,-1.14498341125024,0.252216029205344,0.416771464164193,"ENSG00000234060","Not-Significant","EDDM3CP","processed_pseudogene"
"ENSG00000256576.2",54.9619160999379,-0.398629352669977,0.348177283656628,-1.14490339083438,0.252249179206519,0.416806583667425,"ENSG00000256576","Not-Significant","RP13-977J11.2","lincRNA"
"ENSG00000228108.1",0.580068290760032,1.7443535695105,1.52361134153666,1.14488092990382,0.252258484626259,NA,"ENSG00000228108","Not-Significant","AC092839.3","antisense"
"ENSG00000278700.1",3.5722477170461,-0.834490324507083,0.729006959001303,-1.1446945933826,0.252335691881394,0.41691020820866,"ENSG00000278700","Not-Significant","Metazoa_SRP","misc_RNA"
"ENSG00000285749.2",0.617304226061149,-2.01849066329679,1.76349971436799,-1.14459370015842,0.252377503167574,NA,"ENSG00000285749","Not-Significant",NA,NA
"ENSG00000254923.1",0.794969965510354,1.41362937184596,1.23505658014951,1.14458672952038,0.252380392056661,NA,"ENSG00000254923","Not-Significant","RP11-1236K1.8","processed_pseudogene"
"ENSG00000234743.1",9.86202429357857,-0.604308406866237,0.527974208826322,-1.14457940703127,0.252383426790609,0.416954080691411,"ENSG00000234743","Not-Significant","EIF5AP4","processed_pseudogene"
"ENSG00000225546.6",0.572070419100581,1.79041804351357,1.5643581923721,1.14450645142765,0.252413663915656,NA,"ENSG00000225546","Not-Significant","LVCAT5","lincRNA"
"ENSG00000285884.1",25.5615178014591,0.38261508280372,0.334324662605606,1.14444169275983,0.252440505860069,0.417024383383983,"ENSG00000285884","Not-Significant",NA,NA
"ENSG00000253998.3",53.3327261092472,-1.20122817791892,1.0496808772511,-1.14437464180989,0.25246830003317,0.417048325857075,"ENSG00000253998","Not-Significant","IGKV2-29","IG_V_pseudogene"
